re,account_id,bank_id,account_open_date,account_type,cust_occupation
PEER_3,2452486301813,301,2002-08-22,Business,Other
PEER_3,9482716411136,301,1973-03-19,Individual,Professional
PEER_3,5006354668458,301,2006-09-06,Trust,Professional
PEER_3,3600819948963,301,2011-09-14,Individual,Other
PEER_3,5474500323883,301,1971-10-01,Trust,Other
PEER_3,5079254626941,301,1997-08-08,Business,Professional
PEER_3,1934788189171,301,2020-01-05,Individual,Professional
PEER_3,9716081148370,301,1990-09-19,Business,Professional
PEER_3,8694975087717,301,2015-03-01,Business,Professional
PEER_3,4004221149704,301,2010-09-29,Business,Professional
PEER_3,9143703134242,301,2014-06-24,Individual,Other
PEER_3,3765625092907,301,2002-11-28,Individual,Other
PEER_3,1051659362427,301,1973-05-07,Business,Other
PEER_3,1619023175188,301,1971-01-08,Business,Other
PEER_3,2098422808332,301,1992-12-23,Individual,Professional
PEER_3,1183415055066,301,1986-02-06,Business,Professional
PEER_3,2900781621494,301,2000-08-21,Individual,Professional
PEER_3,6963238857152,301,2018-05-10,Business,Professional
PEER_3,8818418149912,301,1970-08-11,Individual,Professional
PEER_3,1097243552133,301,1987-03-13,Individual,Professional
PEER_3,6083233609250,301,1993-11-05,Business,Other
PEER_3,9157970685455,301,1996-04-15,Individual,Other
PEER_3,9314986070596,301,2016-04-06,Individual,Professional
PEER_3,6545906060761,301,2002-01-02,Individual,Other
PEER_3,4564400103192,301,1981-02-12,Business,Professional
PEER_3,8411750759319,301,1991-02-22,Individual,Other
PEER_3,7297303162674,301,1991-06-12,Business,Other
PEER_3,5930078472305,301,1994-12-02,Individual,Professional
PEER_3,4773728528777,301,1971-04-29,Business,Professional
PEER_3,8132909361796,301,2001-08-21,Business,Professional
PEER_3,8000569475621,301,1985-01-02,Business,Professional
PEER_3,3839992829597,301,1975-12-11,Business,Professional
PEER_3,8487384877806,301,2008-05-29,Business,Professional
PEER_3,6248748356136,301,2022-06-12,Business,Other
PEER_3,5043056231553,301,1972-06-15,Business,Other
PEER_3,3131224925084,301,1995-08-13,Trust,Other
PEER_3,8808337542129,301,2004-09-05,Individual,Professional
PEER_3,9401888875158,301,1974-07-12,Individual,Professional
PEER_3,6410461683192,301,1988-11-23,Individual,Professional
PEER_3,6948514796496,301,2016-10-13,Individual,Other
PEER_3,4017584901878,301,2007-07-09,Individual,Professional
PEER_3,3619698551516,301,1994-01-22,Business,Professional
PEER_3,2632533610937,301,2023-07-13,Business,Professional
PEER_3,3379518939667,301,2005-05-07,Business,Professional
PEER_3,2930213107535,301,2013-07-07,Business,Professional
PEER_3,6075746232416,301,1979-07-08,Individual,Other
PEER_3,4282488993308,301,1981-03-17,Individual,Professional
PEER_3,1416703069520,301,1994-04-11,Business,Other
PEER_3,2052438275528,301,1971-06-04,Trust,Professional
PEER_3,8666051537661,301,1976-02-10,Business,Other
PEER_3,8994374153351,301,2009-11-05,Individual,Other
PEER_3,2698634015387,301,2020-08-01,Individual,Professional
PEER_3,8901299459685,301,1995-06-25,Individual,Student
PEER_3,6219560747099,301,2021-11-18,Individual,Professional
PEER_3,4387526246778,301,1974-10-02,Individual,Professional
PEER_3,3460634547839,301,1999-10-02,Individual,Professional
PEER_3,4647919794996,301,2018-11-19,Individual,Other
PEER_3,6711175246855,301,2025-07-21,Trust,Professional
PEER_3,4318663468323,301,1991-10-17,Business,Other
PEER_3,9216617539713,301,2023-04-23,Individual,Other
PEER_3,4796946657608,301,1982-01-14,Individual,Other
PEER_3,7035903808582,301,1981-10-19,Business,Student
PEER_3,4482317244639,301,1994-05-28,Business,Student
PEER_3,2318168570370,301,2004-09-27,Trust,Professional
PEER_3,4931506632282,301,1987-10-12,Individual,Professional
PEER_3,8113480228465,301,2012-10-07,Business,Professional
PEER_3,2046000968320,301,1990-03-18,Individual,Professional
PEER_3,1953680765032,301,1982-04-30,Business,Other
PEER_3,9803665156421,301,1981-04-25,Individual,Other
PEER_3,9573050999743,301,2009-10-10,Trust,Professional
PEER_3,7745566951701,301,2008-07-06,Individual,Other
PEER_3,3115639020319,301,1993-02-05,Individual,Other
PEER_3,1918794119530,301,1985-03-24,Trust,Other
PEER_3,2346577730173,301,1982-04-05,Individual,Other
PEER_3,6515668973856,301,2001-11-23,Trust,Professional
PEER_3,8710465103821,301,2001-12-09,Trust,Professional
PEER_3,3754795783891,301,2006-06-15,Individual,Student
PEER_3,4008083590787,301,2004-07-25,Individual,Professional
PEER_3,9906721684442,301,2002-07-02,Individual,Other
PEER_3,5242691558895,301,1977-01-31,Business,Other
PEER_3,4034937389452,301,2008-05-18,Individual,Professional
PEER_3,8320485798429,301,1970-12-02,Individual,Professional
PEER_3,7621565041892,301,1988-12-07,Individual,Student
PEER_3,8374283933234,301,2006-05-01,Individual,Professional
PEER_3,6735973286995,301,1989-07-01,Individual,Professional
PEER_3,4422206944974,301,1985-06-21,Business,Other
PEER_3,5843964508769,301,2019-02-13,Individual,Professional
PEER_3,3821045642811,301,2022-12-30,Business,Professional
PEER_3,1918562638652,301,1992-02-28,Individual,Student
PEER_3,6366785029951,301,2024-05-20,Business,Other
PEER_3,4030295490285,301,1981-09-28,Individual,Student
PEER_3,7993439888364,301,1992-10-10,Individual,Professional
PEER_3,9280866560178,301,1991-10-05,Individual,Other
PEER_3,4424711159323,301,2010-10-21,Individual,Other
PEER_3,5784586161754,301,1978-07-01,Individual,Other
PEER_3,8859062430679,301,2010-10-11,Individual,Other
PEER_3,9118599746980,301,2016-10-16,Individual,Student
PEER_3,9795621137591,301,1993-04-05,Business,Professional
PEER_3,5387130993777,301,1992-11-03,Business,Other
PEER_3,9982549170373,301,1982-07-25,Trust,Professional
PEER_3,9866455124264,301,1978-10-14,Trust,Professional
PEER_3,3746973687085,301,2011-04-27,Individual,Other
PEER_3,9301204915162,301,2014-12-24,Individual,Other
PEER_3,8295277691197,301,1974-08-16,Individual,Other
PEER_3,1996902577640,301,2025-04-24,Business,Professional
PEER_3,1414341915546,301,1981-03-01,Individual,Professional
PEER_3,7507042462525,301,1993-07-05,Individual,Other
PEER_3,4954684224776,301,1990-09-21,Individual,Other
PEER_3,9884462978963,301,1997-05-03,Individual,Other
PEER_3,7434564255944,301,1971-10-14,Business,Other
PEER_3,9587166051557,301,2021-08-20,Business,Other
PEER_3,7567261027202,301,1974-07-12,Trust,Other
PEER_3,1481642584976,301,2022-05-06,Business,Student
PEER_3,1889764974586,301,2018-11-16,Individual,Other
PEER_3,3377244535914,301,2020-07-24,Individual,Professional
PEER_3,7617854045250,301,2009-09-18,Individual,Other
PEER_3,6765415033090,301,1984-12-31,Business,Professional
PEER_3,8259230113747,301,1995-07-25,Individual,Student
PEER_3,8847698018816,301,1983-10-30,Individual,Other
PEER_3,8168270045297,301,2007-04-06,Individual,Professional
PEER_3,8421274480136,301,1988-02-01,Trust,Professional
PEER_3,6581284787873,301,2019-10-17,Business,Student
PEER_3,6894179176112,301,2015-05-29,Individual,Other
PEER_3,4977936888212,301,2006-07-30,Trust,Other
PEER_3,7415464950329,301,2010-10-19,Individual,Student
PEER_3,9000629145167,301,1979-10-17,Individual,Student
PEER_3,7327696479839,301,1980-06-06,Business,Professional
PEER_3,6389082333390,301,2024-05-24,Business,Other
PEER_3,7265113480815,301,2008-04-18,Individual,Student
PEER_3,1754437977945,301,2021-12-14,Individual,Professional
PEER_3,9686012952053,301,1995-01-26,Individual,Other
PEER_3,4414464623815,301,1972-06-11,Individual,Professional
PEER_3,6201192262831,301,2024-07-09,Individual,Other
PEER_3,3363846612962,301,2002-11-25,Business,Professional
PEER_3,4692209046808,301,1992-11-12,Business,Professional
PEER_3,3851168053397,301,2003-10-09,Business,Other
PEER_3,6805602736834,301,1975-05-13,Business,Professional
PEER_3,9466266414422,301,1972-06-14,Individual,Other
PEER_3,7865624889738,301,1972-01-11,Individual,Professional
PEER_3,6617599323195,301,2024-03-10,Business,Other
PEER_3,9261744193238,301,1993-08-14,Business,Other
PEER_3,7740736738775,301,2008-12-31,Business,Professional
PEER_3,6008788727765,301,1994-05-23,Individual,Other
PEER_3,6079331489895,301,1983-06-26,Business,Other
PEER_3,8201721975581,301,1982-01-09,Business,Other
PEER_3,9486696107871,301,1997-12-18,Business,Professional
PEER_3,3987835928531,301,1981-12-21,Individual,Other
PEER_3,5423616027219,301,1971-06-26,Business,Other
PEER_3,6193892485384,301,1986-02-25,Business,Professional
PEER_3,5911626945101,301,2025-03-15,Business,Other
PEER_3,2572171439713,301,1985-03-30,Individual,Professional
PEER_3,8814109340590,301,1997-09-18,Business,Professional
PEER_3,4492650820086,301,2021-02-04,Individual,Professional
PEER_3,4183555801592,301,1976-06-22,Business,Student
PEER_3,9938083945155,301,1972-07-31,Individual,Student
PEER_3,9143461764835,301,2014-03-08,Business,Professional
PEER_3,2334359732234,301,1978-05-17,Trust,Professional
PEER_3,5620025452784,301,2006-10-31,Individual,Other
PEER_3,8169143196522,301,1994-10-07,Individual,Professional
PEER_3,1512415164734,301,2014-11-28,Business,Other
PEER_3,5020333277422,301,2022-10-11,Trust,Professional
PEER_3,4122847771833,301,2013-02-19,Individual,Professional
PEER_3,1662345438063,301,2011-07-27,Individual,Other
PEER_3,1027353436137,301,1978-10-06,Business,Other
PEER_3,5396511016309,301,1990-01-04,Business,Other
PEER_3,9304917590621,301,1978-01-19,Business,Professional
PEER_3,7706963780775,301,1987-02-25,Business,Professional
PEER_3,8813518273163,301,1999-11-04,Individual,Student
PEER_3,6662640433984,301,2021-05-29,Individual,Other
PEER_3,1798814172678,301,2009-05-25,Business,Professional
PEER_3,8114890370244,301,2022-07-17,Individual,Professional
PEER_3,2750987048097,301,2006-01-05,Trust,Professional
PEER_3,8886572996753,301,1971-07-30,Trust,Student
PEER_3,3354232572045,301,1978-01-06,Trust,Professional
PEER_3,8446161725084,301,1987-04-09,Individual,Student
PEER_3,2574292917859,301,2010-09-12,Individual,Student
PEER_3,1202409915741,301,1997-08-03,Individual,Other
PEER_3,2618096038947,301,1989-01-27,Business,Other
PEER_3,1501822407600,301,1990-10-19,Business,Other
PEER_3,7259714093176,301,1992-06-21,Individual,Student
PEER_3,5939742606710,301,1997-09-18,Individual,Student
PEER_3,3810011684165,301,1986-10-27,Business,Other
PEER_3,6786175122771,301,1981-12-27,Business,Professional
PEER_3,9664733990759,301,2010-08-19,Individual,Professional
PEER_3,1560593087175,301,2014-12-16,Business,Other
PEER_3,9205084084172,301,2009-05-07,Business,Student
PEER_3,3462819673840,301,1999-09-24,Individual,Professional
PEER_3,1202601184042,301,1999-12-25,Individual,Other
PEER_3,9672988516318,301,1985-04-28,Business,Other
PEER_3,5593516103834,301,2017-05-29,Individual,Other
PEER_3,7881157288423,301,1995-06-10,Individual,Professional
PEER_3,1680939516729,301,1999-11-07,Trust,Professional
PEER_3,8457176621983,301,2007-07-19,Business,Professional
PEER_3,7516360982362,301,2001-01-11,Business,Other
PEER_3,8220998657042,301,2015-08-14,Business,Professional
PEER_3,6760856445730,301,2000-09-19,Individual,Professional
PEER_3,7598833675365,301,1993-10-25,Business,Other
PEER_3,3143059639253,301,1992-04-03,Individual,Other
PEER_3,2350429767141,301,2002-07-30,Individual,Other
PEER_3,6036273294348,301,2002-10-21,Individual,Professional
PEER_3,4709973319837,301,1984-10-22,Business,Professional
PEER_3,2315527179935,301,1974-07-22,Business,Other
PEER_3,2868310431680,301,1999-04-15,Trust,Other
PEER_3,7402333410687,301,1986-04-07,Individual,Other
PEER_3,2725385595641,301,2025-02-01,Business,Other
PEER_3,6468350919489,301,2016-12-20,Trust,Professional
PEER_3,5484191595064,301,2012-01-31,Business,Professional
PEER_3,2852347064928,301,1989-06-16,Business,Professional
PEER_3,6971353259495,301,1983-09-15,Individual,Professional
PEER_3,6493386822022,301,2016-07-18,Trust,Professional
PEER_3,2480794666886,301,1979-10-31,Business,Other
PEER_3,6408676924669,301,1991-02-16,Business,Professional
PEER_3,5539089770856,301,1981-03-31,Business,Professional
PEER_3,3117122857515,301,1989-07-10,Individual,Other
PEER_3,9349271600612,301,2005-03-18,Business,Other
PEER_3,9606790012636,301,1973-06-18,Individual,Other
PEER_3,4161723803422,301,2010-06-22,Individual,Student
PEER_3,8804675429258,301,2002-03-23,Individual,Student
PEER_3,8365200158964,301,1971-09-20,Individual,Other
PEER_3,4256212456530,301,1977-09-12,Trust,Professional
PEER_3,6438691597809,301,2025-05-09,Individual,Other
PEER_3,7250296110463,301,1998-02-10,Individual,Professional

