re,account_id,bank_id,account_open_date,account_type,cust_occupation
PEER_3,5006354668458,301,2006-09-06,Trust,Professional
PEER_4,2502973232324,401,2001-02-19,Business,Other
PEER_2,8668943156641,201,2010-05-23,Individual,Student
PEER_4,7026998738287,401,1970-05-31,Business,Professional
PEER_3,3600819948963,301,2011-09-14,Individual,Other
PEER_2,1214850810290,201,1975-03-23,Business,Professional
PEER_4,6142519936184,401,2003-09-21,Business,Student
PEER_4,6607102698664,401,1995-06-01,Business,Professional
PEER_3,5474500323883,301,1971-10-01,Trust,Other
PEER_1,5778211264316,101,2023-12-13,Individual,Other
PEER_2,8460336711845,201,1991-09-08,Business,Professional
PEER_4,6924966479473,401,2013-05-19,Individual,Other
PEER_1,2642269691413,101,1997-10-15,Business,Professional
PEER_1,4010960643976,101,1989-03-30,Individual,Professional
PEER_4,7555534092576,401,2018-12-23,Individual,Other
PEER_3,5079254626941,301,1997-08-08,Business,Professional
PEER_4,8690453455876,401,1999-03-23,Business,Professional
PEER_4,1250574643756,401,1987-04-13,Business,Professional
PEER_3,1934788189171,301,2020-01-05,Individual,Professional
PEER_1,7274951136163,101,1995-03-15,Business,Other
PEER_3,9716081148370,301,1990-09-19,Business,Professional
PEER_4,2311627547597,401,1972-09-20,Business,Student
PEER_3,8694975087717,301,2015-03-01,Business,Professional
PEER_1,2314096001953,101,1988-02-29,Individual,Professional
PEER_3,4004221149704,301,2010-09-29,Business,Professional
PEER_1,3802027838744,101,1984-12-29,Trust,Student
PEER_4,4119355719888,401,1973-03-05,Individual,Professional
PEER_4,8384239554694,401,2021-12-23,Individual,Other
PEER_1,4091355691513,101,1990-08-25,Business,Student
PEER_2,9882964723844,201,2009-06-26,Business,Other
PEER_3,9143703134242,301,2014-06-24,Individual,Other
PEER_1,7645030952790,101,2005-02-27,Individual,Professional
PEER_1,7976910470564,101,1976-12-22,Trust,Other
PEER_3,3765625092907,301,2002-11-28,Individual,Other
PEER_3,1051659362427,301,1973-05-07,Business,Other
PEER_2,7684925005151,201,1998-03-14,Individual,Professional
PEER_2,2649331232772,201,1984-08-24,Business,Professional
PEER_4,2258428121802,401,2005-07-07,Trust,Student
PEER_1,6450211829356,101,1988-06-15,Individual,Professional
PEER_4,4069745112451,401,2009-05-14,Individual,Student
PEER_1,7367272401775,101,1984-10-05,Business,Professional
PEER_3,1619023175188,301,1971-01-08,Business,Other
PEER_4,2200559065529,401,2006-08-07,Trust,Professional
PEER_2,1479930344769,201,1984-10-16,Individual,Other
PEER_3,2098422808332,301,1992-12-23,Individual,Professional
PEER_2,2289969725354,201,1991-11-30,Business,Other
PEER_3,1183415055066,301,1986-02-06,Business,Professional
PEER_3,2900781621494,301,2000-08-21,Individual,Professional
PEER_2,2407087666664,201,1985-06-22,Business,Professional
PEER_3,6963238857152,301,2018-05-10,Business,Professional
PEER_3,8818418149912,301,1970-08-11,Individual,Professional
PEER_4,2991596184790,401,2010-08-31,Business,Professional
PEER_1,6138424199995,101,1972-05-03,Individual,Other
PEER_1,3090662411010,101,1997-02-13,Business,Other
PEER_1,3088335398280,101,2016-05-25,Business,Professional
PEER_2,1525440602508,201,1989-01-17,Business,Other
PEER_3,1097243552133,301,1987-03-13,Individual,Professional
PEER_2,8461684984378,201,1971-04-22,Business,Other
PEER_4,5325902725246,401,1980-12-22,Business,Other
PEER_1,2520582564630,101,2016-05-16,Individual,Professional
PEER_4,3755527871889,401,2010-12-27,Business,Other
PEER_1,5445624998143,101,2020-05-15,Individual,Other
PEER_4,2550299648371,401,1994-12-11,Individual,Professional
PEER_1,2982050544732,101,1985-09-03,Individual,Professional
PEER_4,6086057474984,401,2016-05-13,Trust,Professional
PEER_4,3155280171479,401,1972-04-09,Individual,Other
PEER_3,6083233609250,301,1993-11-05,Business,Other
PEER_2,8597139336995,201,1991-08-19,Individual,Professional
PEER_3,9157970685455,301,1996-04-15,Individual,Other
PEER_3,9314986070596,301,2016-04-06,Individual,Professional
PEER_4,2975806633160,401,1984-11-02,Individual,Other
PEER_4,1602528795984,401,2015-05-01,Individual,Professional
PEER_4,2670842852162,401,2013-12-27,Business,Professional
PEER_1,8574432243935,101,1973-06-16,Individual,Other
PEER_1,8440179501086,101,2019-06-25,Business,Professional
PEER_4,8959269309045,401,1998-05-29,Business,Student
PEER_4,6004756022027,401,1978-04-21,Individual,Professional
PEER_3,6545906060761,301,2002-01-02,Individual,Other
PEER_4,6046397038115,401,2024-08-23,Business,Other
PEER_1,2158959796769,101,1973-01-02,Individual,Other
PEER_1,8080516891621,101,1983-01-22,Business,Professional
PEER_4,1862676653025,401,1985-11-27,Business,Other
PEER_4,1836333461008,401,1985-12-19,Individual,Professional
PEER_1,4819991007326,101,2005-08-08,Individual,Other
PEER_1,5428551697270,101,1983-10-25,Individual,Other
PEER_1,9361051413880,101,2016-03-29,Individual,Other
PEER_4,8808778834422,401,1975-05-06,Individual,Professional
PEER_3,4564400103192,301,1981-02-12,Business,Professional
PEER_3,8411750759319,301,1991-02-22,Individual,Other
PEER_3,7297303162674,301,1991-06-12,Business,Other
PEER_4,6471457781831,401,2021-12-31,Individual,Professional
PEER_2,7745943447498,201,2025-02-01,Business,Student
PEER_2,9070585657991,201,2009-07-31,Trust,Other
PEER_4,4039891382236,401,2006-12-25,Business,Professional
PEER_4,7241223127136,401,1995-06-03,Individual,Student
PEER_1,6803304607986,101,1981-09-20,Business,Professional
PEER_4,2148803759554,401,1998-08-01,Business,Other
PEER_1,1292319443237,101,1996-07-25,Individual,Professional
PEER_4,2484102171501,401,2022-12-16,Trust,Professional
PEER_3,5930078472305,301,1994-12-02,Individual,Professional
PEER_1,7819505636464,101,2011-10-17,Individual,Other
PEER_2,1001293036334,201,1977-11-07,Business,Other
PEER_2,6336965463092,201,1985-03-12,Business,Other
PEER_1,8544198433460,101,2013-08-24,Individual,Other
PEER_2,7380571565040,201,1998-01-18,Business,Student
PEER_3,4773728528777,301,1971-04-29,Business,Professional
PEER_4,5780136020693,401,2006-11-17,Individual,Professional
PEER_4,1868641623677,401,2020-02-14,Individual,Professional
PEER_2,6870748822869,201,1970-06-06,Individual,Other
PEER_3,8132909361796,301,2001-08-21,Business,Professional
PEER_3,8000569475621,301,1985-01-02,Business,Professional
PEER_3,3839992829597,301,1975-12-11,Business,Professional
PEER_1,8239534217422,101,2014-02-23,Business,Student
PEER_3,8487384877806,301,2008-05-29,Business,Professional
PEER_4,1234019954706,401,1997-07-16,Business,Professional
PEER_4,5399582199839,401,1976-01-14,Business,Professional
PEER_3,6248748356136,301,2022-06-12,Business,Other
PEER_3,5043056231553,301,1972-06-15,Business,Other
PEER_3,3131224925084,301,1995-08-13,Trust,Other
PEER_4,5411365813413,401,2023-06-21,Business,Other
PEER_2,2237728266400,201,1979-05-31,Individual,Other
PEER_1,7533299395336,101,1987-07-27,Individual,Professional
PEER_1,7800022487068,101,2018-03-27,Trust,Professional
PEER_2,1957028342764,201,2025-07-20,Business,Other
PEER_3,8808337542129,301,2004-09-05,Individual,Professional
PEER_4,7092127839816,401,2018-05-20,Business,Other
PEER_2,3460340202555,201,1981-03-12,Individual,Other
PEER_1,6479267926600,101,2024-05-26,Individual,Professional
PEER_2,6904797773849,201,2004-10-25,Individual,Other
PEER_3,9401888875158,301,1974-07-12,Individual,Professional
PEER_2,6288838265013,201,1994-12-10,Individual,Professional
PEER_1,5952967846354,101,2006-10-01,Individual,Other
PEER_4,9927353845257,401,1981-10-04,Individual,Professional
PEER_1,2815230847616,101,2008-10-14,Business,Professional
PEER_1,1293788586881,101,2022-02-20,Trust,Professional
PEER_1,7776357913127,101,2005-06-27,Business,Other
PEER_3,6410461683192,301,1988-11-23,Individual,Professional
PEER_2,2239013407372,201,2016-08-05,Individual,Professional
PEER_4,8039130046184,401,2011-12-02,Individual,Professional
PEER_1,6133256128753,101,1978-09-08,Individual,Other
PEER_2,3011293497749,201,1993-11-27,Business,Student
PEER_4,4430005009234,401,1990-03-07,Individual,Professional
PEER_3,6948514796496,301,2016-10-13,Individual,Other
PEER_4,1322113508194,401,2003-12-17,Business,Student
PEER_2,7283556476497,201,1970-03-01,Trust,Other
PEER_1,5851879247277,101,1988-12-27,Individual,Professional
PEER_4,8689091823415,401,1990-07-07,Trust,Professional
PEER_2,8319462466102,201,1997-03-29,Business,Other
PEER_1,6895675110681,101,1980-12-12,Individual,Professional
PEER_1,8010682589096,101,2010-12-19,Individual,Professional
PEER_2,7826096059201,201,2008-07-30,Individual,Professional
PEER_3,4017584901878,301,2007-07-09,Individual,Professional
PEER_2,6483666388610,201,2009-06-05,Individual,Professional
PEER_1,2172483723158,101,2013-06-27,Individual,Other
PEER_2,1597727487513,201,1979-08-27,Individual,Other
PEER_1,8249188021363,101,2021-12-15,Business,Professional
PEER_2,5778430153581,201,2013-10-28,Individual,Student
PEER_2,7986056196250,201,1996-01-04,Individual,Professional
PEER_4,9576537669460,401,2016-09-07,Individual,Other
PEER_1,6499886047720,101,1985-11-16,Individual,Professional
PEER_3,3619698551516,301,1994-01-22,Business,Professional
PEER_4,7566139523499,401,2001-03-27,Individual,Professional
PEER_2,1249357219558,201,1992-10-20,Individual,Professional
PEER_3,2632533610937,301,2023-07-13,Business,Professional
PEER_2,6552517999995,201,1974-10-21,Business,Other
PEER_4,2483535945625,401,2016-12-13,Trust,Student
PEER_2,6399168718572,201,1989-02-19,Business,Other
PEER_4,5362944482658,401,1980-08-15,Individual,Professional
PEER_2,3680233583899,201,1980-04-16,Individual,Professional
PEER_1,9955717507163,101,1971-10-21,Individual,Professional
PEER_2,2892911401912,201,1976-01-30,Individual,Other
PEER_3,3379518939667,301,2005-05-07,Business,Professional
PEER_4,1454866579803,401,1990-06-18,Business,Other
PEER_1,7785458100470,101,2011-04-09,Business,Other
PEER_4,6250371046526,401,2023-05-30,Business,Student
PEER_2,1738582005884,201,2015-05-06,Individual,Other
PEER_4,7659311774411,401,1975-10-24,Individual,Professional
PEER_4,7767371507197,401,2011-10-31,Individual,Student
PEER_2,9315127096057,201,1982-06-20,Business,Professional
PEER_3,2930213107535,301,2013-07-07,Business,Professional
PEER_4,3945992991232,401,1995-04-30,Individual,Other
PEER_2,3475669101484,201,2020-11-01,Individual,Professional
PEER_3,6075746232416,301,1979-07-08,Individual,Other
PEER_3,4282488993308,301,1981-03-17,Individual,Professional
PEER_1,1122526378057,101,2024-10-11,Trust,Professional
PEER_2,2985856274823,201,1983-06-09,Individual,Other
PEER_4,2590673500133,401,2021-06-23,Business,Professional
PEER_2,5139451409448,201,2002-04-20,Business,Other
PEER_2,2659974808352,201,1974-03-21,Business,Professional
PEER_2,9092072404833,201,1975-02-06,Individual,Student
PEER_1,1594657264080,101,1996-04-15,Business,Other
PEER_2,6876401175660,201,2009-08-26,Trust,Professional
PEER_2,7207423773684,201,1988-04-09,Individual,Professional
PEER_3,1416703069520,301,1994-04-11,Business,Other
PEER_4,6232765916977,401,2024-03-30,Individual,Other
PEER_4,4885054001127,401,2014-06-17,Individual,Other
PEER_2,4035180109189,201,1975-01-04,Business,Other
PEER_2,8983161160887,201,1971-03-17,Business,Other
PEER_1,9480836908759,101,2009-05-07,Trust,Other
PEER_4,4043642704421,401,1985-05-12,Individual,Other
PEER_3,2052438275528,301,1971-06-04,Trust,Professional
PEER_3,8666051537661,301,1976-02-10,Business,Other
PEER_4,6876098381332,401,1982-03-05,Business,Professional
PEER_4,3646291448770,401,2021-06-04,Individual,Other
PEER_1,7664114053116,101,1981-06-22,Trust,Professional
PEER_2,3683553807169,201,2023-07-01,Individual,Student
PEER_2,7176078585424,201,1972-05-22,Individual,Professional
PEER_4,7505649745963,401,1988-07-26,Individual,Professional
PEER_3,8994374153351,301,2009-11-05,Individual,Other
PEER_3,2698634015387,301,2020-08-01,Individual,Professional
PEER_3,8901299459685,301,1995-06-25,Individual,Student
PEER_4,9959727247654,401,2022-12-13,Individual,Other
PEER_2,2739737233358,201,1994-09-13,Business,Professional
PEER_4,3221673052766,401,1999-05-01,Business,Other
PEER_2,6799422344904,201,1990-08-25,Business,Student
PEER_1,2788285621860,101,1976-07-23,Business,Other
PEER_4,6507373455224,401,1970-11-12,Trust,Other
PEER_4,4398527893487,401,2024-07-23,Business,Professional
PEER_1,2103170392744,101,2013-08-14,Trust,Other
PEER_4,2703430961428,401,2020-11-18,Individual,Student
PEER_3,6219560747099,301,2021-11-18,Individual,Professional
PEER_2,7535914436223,201,2017-08-04,Business,Other
PEER_3,4387526246778,301,1974-10-02,Individual,Professional
PEER_1,4335350364781,101,2017-07-01,Individual,Professional
PEER_4,1026227079539,401,2009-12-28,Individual,Student
PEER_3,3460634547839,301,1999-10-02,Individual,Professional
PEER_3,4647919794996,301,2018-11-19,Individual,Other
PEER_3,6711175246855,301,2025-07-21,Trust,Professional
PEER_3,4318663468323,301,1991-10-17,Business,Other
PEER_1,8267962541898,101,2014-05-15,Individual,Professional
PEER_3,9216617539713,301,2023-04-23,Individual,Other
PEER_1,9171995924042,101,2018-12-30,Individual,Professional
PEER_1,5712810430245,101,2004-02-28,Business,Professional
PEER_3,4796946657608,301,1982-01-14,Individual,Other
PEER_3,7035903808582,301,1981-10-19,Business,Student
PEER_2,7191265400801,201,2023-10-12,Business,Professional
PEER_2,2108798517209,201,1992-12-24,Individual,Other
PEER_4,3224338912754,401,1992-10-27,Business,Professional
PEER_2,7993913276721,201,1980-05-27,Trust,Professional
PEER_1,7861895444803,101,1976-10-28,Trust,Other
PEER_3,4482317244639,301,1994-05-28,Business,Student
PEER_3,2318168570370,301,2004-09-27,Trust,Professional
PEER_3,4931506632282,301,1987-10-12,Individual,Professional
PEER_3,8113480228465,301,2012-10-07,Business,Professional
PEER_1,7122987376358,101,2011-05-13,Individual,Professional
PEER_4,1408086825569,401,1976-02-13,Individual,Other
PEER_1,4705589849024,101,2006-09-11,Business,Other
PEER_3,2046000968320,301,1990-03-18,Individual,Professional
PEER_3,1953680765032,301,1982-04-30,Business,Other
PEER_2,3941992430657,201,1984-02-05,Business,Student
PEER_3,9803665156421,301,1981-04-25,Individual,Other
PEER_3,9573050999743,301,2009-10-10,Trust,Professional
PEER_2,7292950470023,201,1979-10-27,Individual,Professional
PEER_1,5621692502798,101,2025-03-07,Individual,Student
PEER_1,6906265531351,101,1994-03-24,Business,Student
PEER_4,9928317028963,401,2015-10-24,Business,Other
PEER_4,8197768386731,401,1993-12-29,Business,Professional
PEER_1,8181793826075,101,1971-12-08,Business,Professional
PEER_4,5231486728198,401,1987-06-21,Business,Other
PEER_3,7745566951701,301,2008-07-06,Individual,Other
PEER_2,3038899831004,201,2007-08-29,Business,Other
PEER_2,7055345735011,201,2024-11-04,Business,Professional
PEER_2,7088957190053,201,2013-10-28,Individual,Professional
PEER_3,3115639020319,301,1993-02-05,Individual,Other
PEER_3,1918794119530,301,1985-03-24,Trust,Other
PEER_3,2346577730173,301,1982-04-05,Individual,Other
PEER_4,4931602855233,401,1995-06-14,Individual,Professional
PEER_1,8580285728314,101,1999-02-06,Business,Other
PEER_4,9453170811357,401,1980-09-02,Individual,Student
PEER_3,6515668973856,301,2001-11-23,Trust,Professional
PEER_3,8710465103821,301,2001-12-09,Trust,Professional
PEER_3,3754795783891,301,2006-06-15,Individual,Student
PEER_4,7449426269844,401,2024-06-17,Individual,Other
PEER_4,1245605374596,401,2014-01-04,Business,Other
PEER_3,4008083590787,301,2004-07-25,Individual,Professional
PEER_3,9906721684442,301,2002-07-02,Individual,Other
PEER_3,5242691558895,301,1977-01-31,Business,Other
PEER_3,4034937389452,301,2008-05-18,Individual,Professional
PEER_4,1833565393418,401,2010-07-08,Business,Other
PEER_3,8320485798429,301,1970-12-02,Individual,Professional
PEER_2,8401098227383,201,2017-05-30,Individual,Professional
PEER_2,2191813234021,201,2013-09-01,Individual,Other
PEER_4,3315187221680,401,2016-05-30,Individual,Professional
PEER_4,6328555563765,401,1996-08-29,Individual,Other
PEER_2,8512983249997,201,1972-07-12,Business,Student
PEER_4,9077092278199,401,2018-09-25,Business,Student
PEER_1,4625337818326,101,1995-04-19,Individual,Other
PEER_1,3727589075201,101,2017-01-08,Individual,Professional
PEER_4,1064515900108,401,1974-10-17,Individual,Other
PEER_1,5931220315954,101,1990-05-24,Individual,Professional
PEER_3,7621565041892,301,1988-12-07,Individual,Student
PEER_3,8374283933234,301,2006-05-01,Individual,Professional
PEER_4,2948132141152,401,2023-08-06,Business,Professional
PEER_1,7684758292298,101,1972-07-08,Business,Other
PEER_2,4918356545696,201,2002-11-19,Individual,Professional
PEER_3,6735973286995,301,1989-07-01,Individual,Professional
PEER_4,9073155249615,401,1998-09-08,Business,Professional
PEER_3,4422206944974,301,1985-06-21,Business,Other
PEER_1,3536095486227,101,2009-09-19,Business,Professional
PEER_3,5843964508769,301,2019-02-13,Individual,Professional
PEER_3,3821045642811,301,2022-12-30,Business,Professional
PEER_2,7061767783078,201,2017-01-07,Individual,Professional
PEER_4,9468846217347,401,2015-10-27,Individual,Professional
PEER_4,4536921617658,401,1995-06-21,Individual,Professional
PEER_4,8158146392974,401,1980-09-20,Business,Professional
PEER_1,9234315582800,101,2015-01-05,Business,Other
PEER_1,8957310742945,101,1975-03-18,Trust,Other
PEER_2,9887087478359,201,2001-05-30,Individual,Professional
PEER_3,1918562638652,301,1992-02-28,Individual,Student
PEER_1,2708918367993,101,1998-03-01,Individual,Professional
PEER_2,8740374069938,201,1994-05-17,Business,Other
PEER_1,6092339674607,101,2022-01-06,Individual,Student
PEER_3,6366785029951,301,2024-05-20,Business,Other
PEER_3,4030295490285,301,1981-09-28,Individual,Student
PEER_4,5298562181525,401,2009-11-02,Individual,Professional
PEER_4,5044564338885,401,2019-07-21,Individual,Professional
PEER_3,7993439888364,301,1992-10-10,Individual,Professional
PEER_2,9392340208997,201,1974-10-18,Individual,Other
PEER_2,5809267801059,201,1982-05-06,Business,Other
PEER_1,1583107860665,101,1999-11-21,Individual,Professional
PEER_4,6190528007047,401,2021-01-22,Business,Other
PEER_2,7401842007194,201,1979-05-29,Individual,Other
PEER_3,9280866560178,301,1991-10-05,Individual,Other
PEER_3,4424711159323,301,2010-10-21,Individual,Other
PEER_2,5191512731474,201,1977-08-30,Individual,Other
PEER_1,1260100650364,101,1991-11-02,Individual,Professional
PEER_4,2082882669980,401,1979-05-22,Business,Other
PEER_3,5784586161754,301,1978-07-01,Individual,Other
PEER_3,8859062430679,301,2010-10-11,Individual,Other
PEER_1,4138399800023,101,1982-03-07,Business,Professional
PEER_2,8801404841000,201,1976-03-13,Business,Professional
PEER_3,9118599746980,301,2016-10-16,Individual,Student
PEER_4,1977966031553,401,2021-02-26,Individual,Student
PEER_2,2133779417782,201,1997-02-17,Individual,Student
PEER_1,6590962962096,101,2006-12-18,Business,Student
PEER_4,9494930955209,401,1989-08-13,Individual,Professional
PEER_2,1995037019536,201,2019-06-08,Business,Professional
PEER_3,9795621137591,301,1993-04-05,Business,Professional
PEER_1,5148194573526,101,2007-05-10,Trust,Student
PEER_1,2531330508982,101,1972-03-01,Business,Other
PEER_2,5438175808256,201,2017-05-04,Business,Other
PEER_2,7264730364628,201,2023-07-31,Business,Professional
PEER_1,2676843787187,101,2003-12-11,Individual,Professional
PEER_3,5387130993777,301,1992-11-03,Business,Other
