re,account_id,bank_id,account_open_date,account_type,cust_occupation
PEER_4,9653411346362,401,2004-03-09,Individual,Professional
PEER_4,5076067520234,401,1993-01-02,Business,Professional
PEER_4,1970279029014,401,1971-10-20,Business,Professional
PEER_4,2856526148728,401,1999-07-09,Individual,Professional
PEER_4,9833274280996,401,2016-04-08,Business,Other
PEER_4,4973859258948,401,1972-05-09,Individual,Other
PEER_4,2522294707621,401,2009-10-12,Business,Professional
PEER_4,7925150890219,401,2024-07-24,Individual,Professional
PEER_4,6180307371018,401,1992-04-07,Business,Professional
PEER_4,7107703531967,401,1994-01-14,Business,Other
PEER_4,4254356538023,401,2007-05-06,Business,Other
PEER_4,3999797278024,401,1972-09-27,Individual,Student
PEER_4,7601356564615,401,1984-05-01,Business,Professional
PEER_4,9330643752533,401,2007-12-10,Individual,Other
PEER_4,5730132810196,401,2017-07-20,Business,Other
PEER_4,9498018875628,401,2019-01-04,Individual,Other
PEER_4,5690517415136,401,1972-06-19,Individual,Other
PEER_4,8906775376895,401,1998-04-24,Individual,Other
PEER_4,5285228012243,401,1981-01-30,Individual,Other
PEER_4,4035717253308,401,1997-09-03,Business,Other
PEER_4,6444555823022,401,1973-06-24,Individual,Other
PEER_4,9060872112547,401,1996-10-18,Individual,Other
PEER_4,1000942723569,401,1985-07-03,Individual,Professional
PEER_4,2234041232537,401,1992-01-12,Business,Professional
PEER_4,7941773980161,401,2003-07-19,Individual,Professional
PEER_4,9912814512089,401,1983-07-04,Individual,Other
PEER_4,5663649686758,401,2016-04-06,Individual,Professional
PEER_4,8504642482753,401,2007-08-06,Individual,Professional
PEER_4,2786045809831,401,2008-02-15,Individual,Professional
PEER_4,3496648689609,401,1970-01-02,Individual,Other
PEER_4,8411360242159,401,2016-11-28,Individual,Student
PEER_4,4045110124586,401,1991-11-24,Business,Professional
PEER_4,7581518541224,401,2009-04-01,Trust,Other
PEER_4,2994075748750,401,2019-04-17,Business,Other
PEER_4,1101592487513,401,2014-10-31,Individual,Student
PEER_4,9723303536625,401,2021-07-15,Individual,Other
PEER_4,9109923230818,401,1986-01-22,Business,Professional
PEER_4,7406134638599,401,1988-01-16,Business,Professional
PEER_4,1349280010468,401,2016-03-12,Business,Professional
PEER_4,1076091303498,401,1992-07-29,Trust,Professional
PEER_4,8294182203310,401,1982-03-07,Individual,Other
PEER_4,2400246335432,401,1998-11-29,Individual,Professional
PEER_4,1084142494240,401,1975-07-29,Individual,Professional
PEER_4,8879374294692,401,1996-11-05,Individual,Professional
PEER_4,8575799099954,401,1993-04-08,Business,Student
PEER_4,5844965457789,401,1999-01-11,Individual,Professional
PEER_4,2815831656451,401,1997-06-13,Individual,Professional
PEER_4,9639205152166,401,2012-03-06,Individual,Other
PEER_4,1115981858826,401,1970-12-20,Business,Student
PEER_4,2848584050067,401,2006-09-13,Individual,Professional
PEER_4,2279915024339,401,2002-09-07,Business,Professional
PEER_4,3622859939566,401,1986-11-09,Business,Professional
PEER_4,2180668377919,401,2015-12-25,Individual,Professional
PEER_4,4621409717613,401,2012-07-27,Business,Professional
PEER_4,5187682362355,401,1995-04-14,Individual,Other
PEER_4,5842059052445,401,2024-02-04,Business,Professional
PEER_4,9119987708688,401,2003-05-14,Business,Other
PEER_4,4562279165775,401,2000-01-26,Individual,Professional
PEER_4,2934819084740,401,1982-03-06,Business,Professional
PEER_4,8250822470171,401,2015-11-18,Individual,Student
PEER_4,5519165858490,401,2024-08-31,Individual,Student
PEER_4,8025958708313,401,1973-02-09,Business,Other

