origin_re,origin_bank_id,origin_id,dest_re,dest_bank_id,dest_id,total_amount,transaction_date
PEER_2,201,4999033663403,PEER_1,101,5671890114414,95.55,2020-06-17
PEER_2,201,4999033663403,PEER_1,101,5671890114414,95.55,2020-06-17
PEER_1,101,2802486614527,PEER_1,101,4625337818326,92.04,2020-06-17
PEER_1,101,2802486614527,PEER_1,101,4625337818326,92.04,2020-06-17
PEER_1,101,5137669896747,PEER_1,101,8259357724091,91.78,2020-06-17
PEER_1,101,5137669896747,PEER_1,101,8259357724091,91.78,2020-06-17
PEER_1,101,5623440629458,PEER_3,301,6219560747099,86.09,2020-06-17
PEER_1,101,5623440629458,PEER_3,301,6219560747099,86.09,2020-06-17
PEER_1,101,5623440629458,PEER_3,301,6219560747099,86.09,2020-06-17
PEER_2,201,9179611547556,PEER_1,101,5137669896747,82.92,2020-06-17
PEER_2,201,9179611547556,PEER_1,101,5137669896747,82.92,2020-06-17
PEER_2,201,9179611547556,PEER_1,101,5137669896747,82.92,2020-06-17
PEER_1,101,3275878238921,PEER_1,101,4437741072063,79.21,2020-06-17
PEER_1,101,3275878238921,PEER_1,101,4437741072063,79.21,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,1486577556858,67.91,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,1486577556858,67.91,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,1486577556858,67.91,2020-06-17
PEER_4,401,2671372790899,PEER_1,101,5137669896747,66.66,2020-06-17
PEER_4,401,2671372790899,PEER_1,101,5137669896747,66.66,2020-06-17
PEER_4,401,2671372790899,PEER_1,101,5137669896747,66.66,2020-06-17
PEER_1,101,4437741072063,PEER_1,101,3275878238921,54.04,2020-06-17
PEER_1,101,4437741072063,PEER_1,101,3275878238921,54.04,2020-06-17
PEER_1,101,4625337818326,PEER_1,101,2802486614527,51.8,2020-06-17
PEER_1,101,4625337818326,PEER_1,101,2802486614527,51.8,2020-06-17
PEER_1,101,5712810430245,PEER_3,301,4482317244639,50.66,2020-06-17
PEER_1,101,5712810430245,PEER_3,301,4482317244639,50.66,2020-06-17
PEER_1,101,5712810430245,PEER_3,301,4482317244639,50.66,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,49.55,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,49.55,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,49.55,2020-06-17
PEER_4,401,3601920612400,PEER_1,101,5496028897470,44.48,2020-06-17
PEER_4,401,3601920612400,PEER_1,101,5496028897470,44.48,2020-06-17
PEER_4,401,3601920612400,PEER_1,101,5496028897470,44.48,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,34.12,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,34.12,2020-06-17
PEER_3,301,6219560747099,PEER_1,101,5623440629458,34.12,2020-06-17
PEER_3,301,8286742756538,PEER_1,101,5623440629458,31.78,2020-06-17
PEER_3,301,8286742756538,PEER_1,101,5623440629458,31.78,2020-06-17
PEER_3,301,8286742756538,PEER_1,101,5623440629458,31.78,2020-06-17
PEER_1,101,2811879687269,PEER_1,101,5712810430245,30.21,2020-06-17
PEER_1,101,2811879687269,PEER_1,101,5712810430245,30.21,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,3421135141770,24.85,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,3421135141770,24.85,2020-06-17
PEER_1,101,5623440629458,PEER_2,201,3421135141770,24.85,2020-06-17
PEER_3,301,5707251089856,PEER_1,101,4625337818326,19.89,2020-06-17
PEER_3,301,5707251089856,PEER_1,101,4625337818326,19.89,2020-06-17
PEER_3,301,5707251089856,PEER_1,101,4625337818326,19.89,2020-06-17
PEER_1,101,4721736466350,PEER_4,401,1705613954516,19.61,2020-06-17
PEER_1,101,4721736466350,PEER_4,401,1705613954516,19.61,2020-06-17
PEER_1,101,4721736466350,PEER_4,401,1705613954516,19.61,2020-06-17
PEER_1,101,5712810430245,PEER_4,401,3439111420887,16.7,2020-06-17
PEER_1,101,5712810430245,PEER_4,401,3439111420887,16.7,2020-06-17
PEER_1,101,5712810430245,PEER_4,401,3439111420887,16.7,2020-06-17
PEER_4,401,3007697887117,PEER_1,101,4625337818326,13.25,2020-06-17
PEER_4,401,3007697887117,PEER_1,101,4625337818326,13.25,2020-06-17
PEER_4,401,3007697887117,PEER_1,101,4625337818326,13.25,2020-06-17
PEER_4,401,9756177985087,PEER_1,101,5712810430245,10854.44,2020-06-16
PEER_4,401,9756177985087,PEER_1,101,5712810430245,10854.44,2020-06-16
PEER_4,401,9756177985087,PEER_1,101,5712810430245,10854.44,2020-06-16
PEER_3,301,2947468683949,PEER_1,101,4437741072063,4360.86,2020-06-16
PEER_3,301,2947468683949,PEER_1,101,4437741072063,4360.86,2020-06-16
PEER_3,301,2947468683949,PEER_1,101,4437741072063,4360.86,2020-06-16
PEER_2,201,3667579443011,PEER_1,101,4985659961249,4275.04,2020-06-16
PEER_2,201,3667579443011,PEER_1,101,4985659961249,4275.04,2020-06-16
PEER_2,201,3667579443011,PEER_1,101,4985659961249,4275.04,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,3800.46,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,3800.46,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,3800.46,2020-06-16
PEER_2,201,3991421487872,PEER_1,101,5712810430245,2523.35,2020-06-16
PEER_2,201,3991421487872,PEER_1,101,5712810430245,2523.35,2020-06-16
PEER_2,201,3991421487872,PEER_1,101,5712810430245,2523.35,2020-06-16
PEER_2,201,3421135141770,PEER_1,101,5623440629458,2049.51,2020-06-16
PEER_2,201,3421135141770,PEER_1,101,5623440629458,2049.51,2020-06-16
PEER_2,201,3421135141770,PEER_1,101,5623440629458,2049.51,2020-06-16
PEER_1,101,2811879687269,PEER_1,101,5712810430245,1855.08,2020-06-16
PEER_1,101,2811879687269,PEER_1,101,5712810430245,1855.08,2020-06-16
PEER_1,101,3275878238921,PEER_1,101,5623440629458,1779.54,2020-06-16
PEER_1,101,3275878238921,PEER_1,101,5623440629458,1779.54,2020-06-16
PEER_1,101,4721736466350,PEER_4,401,1705613954516,1738.98,2020-06-16
PEER_1,101,4721736466350,PEER_4,401,1705613954516,1738.98,2020-06-16
PEER_1,101,4721736466350,PEER_4,401,1705613954516,1738.98,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1627.67,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1627.67,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1627.67,2020-06-16
PEER_1,101,4895844804794,PEER_1,101,5623440629458,1410.81,2020-06-16
PEER_1,101,4895844804794,PEER_1,101,5623440629458,1410.81,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,1356.77,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,1356.77,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,1356.77,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,1344.87,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,1344.87,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,1344.87,2020-06-16
PEER_1,101,2341473405284,PEER_1,101,5671890114414,1280.07,2020-06-16
PEER_1,101,2341473405284,PEER_1,101,5671890114414,1280.07,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1268.81,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1268.81,2020-06-16
PEER_3,301,1717156690687,PEER_1,101,4985659961249,1268.81,2020-06-16
PEER_4,401,2483535945625,PEER_1,101,4721736466350,1122.71,2020-06-16
PEER_4,401,2483535945625,PEER_1,101,4721736466350,1122.71,2020-06-16
PEER_4,401,2483535945625,PEER_1,101,4721736466350,1122.71,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,1082.32,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,1082.32,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,1082.32,2020-06-16
PEER_3,301,1754437977945,PEER_1,101,4437741072063,1039.04,2020-06-16
PEER_3,301,1754437977945,PEER_1,101,4437741072063,1039.04,2020-06-16
PEER_3,301,1754437977945,PEER_1,101,4437741072063,1039.04,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,991.44,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,991.44,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,991.44,2020-06-16
PEER_2,201,1749752800609,PEER_1,101,5496028897470,974.01,2020-06-16
PEER_2,201,1749752800609,PEER_1,101,5496028897470,974.01,2020-06-16
PEER_2,201,1749752800609,PEER_1,101,5496028897470,974.01,2020-06-16
PEER_1,101,3275878238921,PEER_1,101,5623440629458,957.52,2020-06-16
PEER_1,101,3275878238921,PEER_1,101,5623440629458,957.52,2020-06-16
PEER_1,101,5496028897470,PEER_4,401,3601920612400,850.77,2020-06-16
PEER_1,101,5496028897470,PEER_4,401,3601920612400,850.77,2020-06-16
PEER_1,101,5496028897470,PEER_4,401,3601920612400,850.77,2020-06-16
PEER_3,301,8286742756538,PEER_1,101,5623440629458,845.01,2020-06-16
PEER_3,301,8286742756538,PEER_1,101,5623440629458,845.01,2020-06-16
PEER_3,301,8286742756538,PEER_1,101,5623440629458,845.01,2020-06-16
PEER_1,101,4437741072063,PEER_3,301,1754437977945,838.44,2020-06-16
PEER_1,101,4437741072063,PEER_3,301,1754437977945,838.44,2020-06-16
PEER_1,101,4437741072063,PEER_3,301,1754437977945,838.44,2020-06-16
PEER_3,301,1662345438063,PEER_1,101,5623440629458,762.69,2020-06-16
PEER_3,301,1662345438063,PEER_1,101,5623440629458,762.69,2020-06-16
PEER_3,301,1662345438063,PEER_1,101,5623440629458,762.69,2020-06-16
PEER_2,201,4510158471395,PEER_1,101,5623440629458,757.57,2020-06-16
PEER_2,201,4510158471395,PEER_1,101,5623440629458,757.57,2020-06-16
PEER_2,201,4510158471395,PEER_1,101,5623440629458,757.57,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,733.26,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,733.26,2020-06-16
PEER_1,101,5496028897470,PEER_2,201,3011293497749,733.26,2020-06-16
PEER_1,101,2528966800816,PEER_1,101,5623440629458,724.23,2020-06-16
PEER_1,101,2528966800816,PEER_1,101,5623440629458,724.23,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,694.02,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,694.02,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,694.02,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,677.59,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,677.59,2020-06-16
PEER_1,101,5712810430245,PEER_2,201,3991421487872,677.59,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,659.42,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,659.42,2020-06-16
PEER_1,101,5623440629458,PEER_3,301,8286742756538,659.42,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,625.17,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,625.17,2020-06-16
PEER_4,401,3007697887117,PEER_1,101,4625337818326,625.17,2020-06-16
PEER_1,101,5712810430245,PEER_4,401,9756177985087,607.64,2020-06-16
PEER_1,101,5712810430245,PEER_4,401,9756177985087,607.64,2020-06-16
PEER_1,101,5712810430245,PEER_4,401,9756177985087,607.64,2020-06-16
PEER_3,301,8113480228465,PEER_1,101,4985659961249,567.64,2020-06-16
PEER_3,301,8113480228465,PEER_1,101,4985659961249,567.64,2020-06-16
PEER_3,301,8113480228465,PEER_1,101,4985659961249,567.64,2020-06-16
PEER_3,301,4358458591374,PEER_1,101,5137669896747,564.59,2020-06-16
PEER_3,301,4358458591374,PEER_1,101,5137669896747,564.59,2020-06-16
PEER_3,301,4358458591374,PEER_1,101,5137669896747,564.59,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,557.44,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,557.44,2020-06-16
PEER_1,101,5712810430245,PEER_3,301,4482317244639,557.44,2020-06-16
